Timeline,Start time,Duration,Row,Instance number,CROSSING,FIRST PHASE,OFFSIDE,PEN AREA ENTRY,POSSESSION THIRDS,SECOND PHASE,SHOOTING,TRANSITION,Ungrouped,Notes,Flags
LIVE,3337.195333333333,5.314000000000306,AWAY POSSESSION,80,,,,,P-M3,,,,,,
LIVE,3406.110333333333,12.490999999999985,AWAY POSSESSION,81,,LBFB - WIN,,,P-D3,LBSB - WIN,,,,,
LIVE,3585.2683333333334,8.43499999999949,AWAY POSSESSION,82,,LBFB - LOSS,,,P-D3,LBSB - WIN,,,,,
LIVE,3600.3523333333333,16.35699999999997,AWAY POSSESSION,83,,,,,"P-M3, P-F3",,,ATTACKING TRANSITION,,,
LIVE,3655.110333333333,13.893000000000029,AWAY POSSESSION,84,,,,,P-M3,,,ATTACKING TRANSITION,,,
LIVE,3678.623333333333,8.682999999999993,AWAY POSSESSION,85,,,,,P-M3,,,ATTACKING TRANSITION,,,
LIVE,3776.722333333333,5.528999999999542,AWAY POSSESSION,86,,LBFB - WIN,,,,,,,,,
LIVE,3783.605333333333,10.512000000000626,AWAY POSSESSION,87,,,,,P-D3,,,,,,
LIVE,3807.409333333333,15.5,AWAY POSSESSION,88,,LBFB - WIN,,,P-D3,,,,,,
LIVE,3832.110333333333,18.399000000000342,AWAY POSSESSION,89,,,,,P-M3,,,,,,
LIVE,3856.6073333333334,9.298999999999978,AWAY POSSESSION,90,,,,,P-F3,,,,,,
LIVE,3902.323333333333,9.387000000000626,AWAY POSSESSION,91,,,,,P-M3,,,ATTACKING TRANSITION,,,
LIVE,3971.7113333333327,6.887000000000626,AWAY POSSESSION,92,,LBFB - WIN,,,P-D3,,,,,,
LIVE,3978.7813333333334,5.22400000000016,AWAY POSSESSION,93,,,,,P-M3,,,,,,
LIVE,4026.575333333333,10.875,AWAY POSSESSION,94,,LBFB - WIN,,,P-D3,LBSB - WIN,,,,,
LIVE,4037.962333333333,8.766000000000531,AWAY POSSESSION,95,,,,,P-M3,,,,,,
LIVE,4046.2053333333333,12.20299999999952,AWAY POSSESSION,96,,LBFB - WIN,,,P-M3,LBSB - LOSS,,,,,
LIVE,4079.3093333333327,12.899000000000342,AWAY POSSESSION,97,Cross Unsuccessful,,,,P-F3,,,,,,
LIVE,4176.144333333333,8.778000000000247,AWAY POSSESSION,98,,LBFB - WIN,,,P-D3,LBSB - WIN,,,,,
LIVE,4240.204333333333,17.639000000000124,AWAY POSSESSION,99,,LBFB - LOSS,,,P-D3,LBSB - LOSS,,,,,
LIVE,4258.292333333333,6.1159999999999854,AWAY POSSESSION,100,,,,,P-D3,,,,,,
LIVE,4336.707333333333,17.353000000000065,AWAY POSSESSION,101,,LBFB - WIN,,,P-D3,LBSB - WIN,,,,,
LIVE,4363.409333333333,7.497000000000298,AWAY POSSESSION,102,,,,,P-D3,,,,,,
LIVE,4456.4293333333335,13.292999999999665,AWAY POSSESSION,103,,,,,P-M3,,,,,,
LIVE,4502.511333333333,15.831000000000131,AWAY POSSESSION,104,,LBFB - WIN,,,P-D3,,,,,,
LIVE,4524.838333333333,5.835000000000036,AWAY POSSESSION,105,,,,,"P-D3, P-D3",,,,,,
LIVE,4566.829333333333,8.579999999999927,AWAY POSSESSION,106,,,,,P-D3,,,,,,
LIVE,4632.935333333333,14.668000000000575,AWAY POSSESSION,107,,,,,P-D3,,,ATTACKING TRANSITION,,,
LIVE,4693.178333333333,6.831000000000131,AWAY POSSESSION,108,,,,,P-D3,,,,,,
LIVE,4850.609333333333,8.137000000000626,AWAY POSSESSION,109,,LBFB - WIN,,,P-D3,,,,,,
LIVE,5049.809333333333,19.298000000000684,AWAY POSSESSION,110,,LBFB - WIN,,,"P-D3, P-M3",LBSB - LOSS,,,,,
LIVE,5071.189333333333,7.220000000000255,AWAY POSSESSION,111,,,,,P-M3,,,,,,
LIVE,5078.899333333333,8.110999999999876,AWAY POSSESSION,112,,,,,P-M3,,,,,,
LIVE,5127.509333333333,18.096999999999753,AWAY POSSESSION,113,,LBFB - WIN,,,"P-D3, P-D3",LBSB - LOSS,,,,,
LIVE,5143.507333333333,5.2039999999997235,AWAY POSSESSION,114,,,,,P-M3,,,,,,
LIVE,5147.511333333333,5.097999999999956,AWAY POSSESSION,115,,,,,P-D3,,,,,,
LIVE,5161.208333333333,15.103000000000065,AWAY POSSESSION,116,,LBFB - LOSS,,,P-M3,LBSB - WIN,,,,,
LIVE,5177.007333333333,4.703000000000429,AWAY POSSESSION,117,,,,,,,,,,,
LIVE,5225.906333333333,25.104999999999563,AWAY POSSESSION,118,,LBFB - WIN,,,P-D3,LBSB - WIN,,,,,
LIVE,5253.209333333333,6.0,AWAY POSSESSION,119,,,,,P-M3,,,ATTACKING TRANSITION,,,
LIVE,5320.654333333333,5.954999999999927,AWAY POSSESSION,120,,,,,"P-D3, P-D3",,,,,,
LIVE,5339.183333333333,4.626999999999498,AWAY POSSESSION,121,,,,,P-D3,,,,,,
LIVE,5416.511333333333,8.693000000000211,AWAY POSSESSION,122,,,,,P-D3,,,ATTACKING TRANSITION,,,
LIVE,5436.607333333333,5.492999999999483,AWAY POSSESSION,123,,LBFB - WIN,,,P-D3,LBSB - WIN,,,,,
LIVE,5474.2063333333335,7.300999999999476,AWAY POSSESSION,124,,,,,P-D3,,,,,,
LIVE,5501.210333333333,9.0,AWAY POSSESSION,125,,,,,P-D3,,,,,,
LIVE,320.8439256373938,15.266407695939392,GOALS,1,,LBFB - WIN,,PEN AREA ENTRY,,,"ON TARGET, SHOT, GOAL, ON TARGET, SHOT",,,,
LIVE,1218.302333333333,36.20899999999983,GOALS,2,Cross Successful,,,,,,"GOAL, ON TARGET, SHOT",,,,
LIVE,1634.9813333333332,11.028999999999996,GOALS,3,,,,,,,"GOAL, ON TARGET, SHOT",,,,
LIVE,2272.229333333333,17.976000000000113,GOALS,4,Cross Successful,,,PEN AREA ENTRY,"P-M3, P-F3",,"GOAL, ON TARGET, SHOT",,SEAM 2 ENTRY,,
LIVE,4412.1213333333335,21.988999999999578,GOALS,5,Cross Successful,,,PEN AREA ENTRY,"P-M3, P-F3, P-F3",,"GOAL, ON TARGET, SHOT",,SEAM 2 ENTRY,,
LIVE,1015.2093333333333,14.144999999999868,AWAY SET PIECE,1,,,,,,,,,,,
LIVE,1218.302333333333,36.20899999999983,HOME SET PIECE,1,Cross Successful,,,,,,"GOAL, ON TARGET, SHOT",,,,
LIVE,1634.9813333333332,11.028999999999996,HOME SET PIECE,2,,,,,,,"GOAL, ON TARGET, SHOT",,,,
LIVE,2030.105333333333,24.601000000000113,HOME SET PIECE,3,,,,,,,,,,,
LIVE,2058.710333333333,14.796000000000276,HOME SET PIECE,4,Cross Successful,,,,,,SHOT,,,,
LIVE,2130.606333333333,17.40000000000009,HOME SET PIECE,5,,,,,,,SHOT,,,,
LIVE,2854.450333333333,13.059999999999945,HOME SET PIECE,6,,,,,P-F3,,,,,,
LIVE,3253.387333333333,21.123999999999796,HOME SET PIECE,7,,,,,,,"ON TARGET, SHOT",,,,
LIVE,3364.7053333333333,13.18499999999949,HOME SET PIECE,8,,,,,,,SHOT,,,,
LIVE,3732.4103333333333,18.29699999999957,HOME SET PIECE,9,,,,,,,SHOT,,,,
LIVE,3762.110333333333,18.59400000000005,HOME SET PIECE,10,Cross Unsuccessful,,,,,,,,,,
LIVE,4317.212333333333,13.296000000000276,HOME SET PIECE,11,,,,,,,SHOT,,,,
LIVE,4735.626333333333,28.98200000000088,HOME SET PIECE,12,,,,,,,SHOT,,,,
LIVE,4883.408333333333,28.80200000000059,HOME SET PIECE,13,,,,,,,,,,,
LIVE,5516.310333333333,26.0,HOME SET PIECE,14,,,,,,,,,,,
LIVE,2846.2743333333333,8.332999999999629,INJURY,1,,,,,,,,,,,
LIVE,2927.510333333333,9.998000000000047,INJURY,2,,,,,,,,,,,
LIVE,3366.637333333333,10.972999999999956,INJURY,3,,,,,,,,,,,
LIVE,5253.637333333333,15.471999999999753,INJURY,4,,,,,,,,,,,
LIVE,5332.556333333333,23.25,INJURY,5,,,,,,,,,,,
