Timeline,Start time,Duration,Row,Instance number,ASSIST,ATTACKING THIRD,BUILD UP PROGRESSION,CROSS,CROSS ,Cross Destination,Cross Outcome,Cross Type,DEFENSIVE THIRD,Defending Actions,GOAL,Goalkeeper Actions,MIDDLE THIRD,OFFSIDE,Outcome,PASS INTO S2,PASS INTO S3,POSSESSION,POSSESSION END,Passing Destination,Passing Direction,REC IN S2,REC IN S3,REGAINS,REVIEW,SEAM THREE,SEAM TWO,SHOOTING,Seam Two Output,Shooting Heat Graph,Transition,Ungrouped,Notes,Flags,Opposition,Date
MD1 vs Samoa,7394.595933,25.2479,HOME POSSESSION,130,,F3,,,,,,,D3,,,,,,,PASS INTO S2,,"P-M3, P-D3",,,,REC IN S2,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,7431.175033,10.6893,HOME POSSESSION,131,,,P-F3,,,,,,,,GOAL,,M3,,,,PASS INTO S3,,,,,REC IN S2,REC IN S3,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,7506.677567,16.3473,HOME POSSESSION,132,,,,,,,,,,,,,M3,,,,,P-M3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,7529.864867,7.26,HOME POSSESSION,133,,F3,P-F3,,,,,,,,,,,,,PASS INTO S2,,,,,,"REC IN S2, REC IN S2",,REGAINS,,,,"SHOT, SHOT",,,,,,,Samoa,27/02/2026
MD1 vs Samoa,7556.066533,29.04,HOME POSSESSION,134,,F3,,,,,,,,,,,,,,,,P-M3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,7619.872016,12.29205034,HOME POSSESSION,135,,F3,P-F3,,,,,,,,,,M3,,,,,P-M3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,7739.402,3.04,HOME POSSESSION,136,,,P-F3,,,,,,,,,,M3,,,,,P-M3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,7739.402,17.16,HOME POSSESSION,137,,F3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,7758.512533,19.08,HOME POSSESSION,138,,,P-F3,,,,,,,,,,,,,PASS INTO S2,,,,,,REC IN S2,,REGAINS,,,,,,,Attacking Transition,,,,Samoa,27/02/2026
MD1 vs Samoa,7790.872933,20.88,HOME POSSESSION,139,,F3,P-F3,,,,,,,,,,,,,,,P-M3,,,,,,REGAINS,,,,,,,Attacking Transition,,,,Samoa,27/02/2026
MD1 vs Samoa,7829.760618,18.40231503,HOME POSSESSION,140,,,P-F3,,,,,,,,GOAL,,,,,,,,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,7882.245533,21.48,HOME POSSESSION,141,,,,,,,,,D3,,,,M3,,,,,P-M3,,,,,,REGAINS,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,7921.694667,10.2,HOME POSSESSION,142,,,,,,,,,,,,,M3,,,,,P-M3,,,,,,REGAINS,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,7956.120053,26.00998009,HOME POSSESSION,143,,F3,,,,,,,,,,,M3,,,PASS INTO S2,,P-M3,,,,REC IN S2,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,8029.101967,2.88,HOME POSSESSION,144,,,P-F3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,8043.673033,15.48,HOME POSSESSION,145,,,,,,,,,,,,,,,,,,P-M3,,,,REC IN S2,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,8063.593033,77.4578,HOME POSSESSION,146,,F3,P-F3,,,,,,,,,,,,,"PASS INTO S2, PASS INTO S2",PASS INTO S3,,,,,"REC IN S2, REC IN S2",REC IN S3,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,1149.386701,4.799999965,AWAY POSSESSION,1,,,,,,,,,,,,,M3,,,,,,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,1163.286701,7.499999943,AWAY POSSESSION,2,,,,,,,,,D3,,,,,,,,,P-M3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,1212.2699,6.499999952,AWAY POSSESSION,3,,,,,,,,,,,,,M3,,,,,P-M3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,1233.3699,7.799999943,AWAY POSSESSION,4,,,,,,,,,,,,,M3,,,,,P-M3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,1248.5699,4.299999967,AWAY POSSESSION,5,,,,,,,,,,,,,M3,,,,,P-M3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,1274.2699,2.199999983,AWAY POSSESSION,6,,,,,,,,,,,,,,,,,,P-M3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,1278.6699,4.08586713,AWAY POSSESSION,7,,,,,,,,,,,,,,,,,,P-M3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,1317.255766,16.16843361,AWAY POSSESSION,8,,,,,,,,,D3,,,,,,,,,P-D3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,1342.4566,0.667466722,AWAY POSSESSION,9,,,,,,,,,D3,,,,,,,,,P-D3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,1395.975767,21.54283332,AWAY POSSESSION,10,,,,,,,,,D3,,,,,,,,,P-D3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,1420.5186,1.999999986,AWAY POSSESSION,11,,,,,,,,,,,,,,,,,,P-M3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,1436.7186,3.499966825,AWAY POSSESSION,12,,,,,,,,,D3,,,,,,,,,P-M3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,1461.1185,7.599999945,AWAY POSSESSION,13,,,,,,,,,,,,,,,,,,P-M3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,1500.8185,2.49999998,AWAY POSSESSION,14,,,P-F3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,1506.8185,2.924466994,AWAY POSSESSION,15,,,,,,,,,,,,,,,,,,P-D3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,1568.443633,11.01401656,AWAY POSSESSION,16,,,,,,,,,D3,,,,,,,,,P-D3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,1610.25765,1.9,AWAY POSSESSION,17,,,,,,,,,,,,,,,,,,P-M3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,1640.357633,15.1,AWAY POSSESSION,18,,,,,,,,,D3,,,,,,,,,P-D3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,1659.507633,9.4,AWAY POSSESSION,19,,,,,,,,,,,,,,,,,,P-D3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,1707.257633,7,AWAY POSSESSION,20,,,,,,,,,D3,,,,,,,,,P-D3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,1741.357633,2.5,AWAY POSSESSION,21,,,,,,,,,,,,,,,,,,P-M3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,1763.507633,6.7,AWAY POSSESSION,22,,,,,,,,,,,,,,,,,,P-M3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,1788.907633,3.5,AWAY POSSESSION,23,,,,,,,,,,,,,,,,,,P-M3,,,,,,,,,,,,,Attacking Transition,,,,Samoa,27/02/2026
MD1 vs Samoa,1800.907633,4.2,AWAY POSSESSION,24,,,,,,,,,,,,,M3,,,,,P-M3,,,,,,,,,,,,,Attacking Transition,,,,Samoa,27/02/2026
MD1 vs Samoa,1821.507633,15.25,AWAY POSSESSION,25,,,,,,,,,,,,,,,,,,P-D3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,1840.057633,8.8,AWAY POSSESSION,26,,,,,,,,,,,,,,,,,,P-M3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,1878.707633,11.2,AWAY POSSESSION,27,,,,,,,,,,,,,,,,,,P-D3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,2001.048933,7.3,AWAY POSSESSION,28,,,,,,,,,,,,,M3,,,,,P-D3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,2032.248933,4.2,AWAY POSSESSION,29,,,,,,,,,,,,,,,,,,P-M3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,2043.348933,8.59999998,AWAY POSSESSION,30,,,,,,,,,D3,,,,,,,,,P-D3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,2233.9395,3.349966869,AWAY POSSESSION,31,,,,,,,,,,,,,,,,,,P-M3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,2253.489467,10.79996676,AWAY POSSESSION,32,,,,,,,,,,,,,,,,,,P-D3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,2285.332633,6.399999966,AWAY POSSESSION,33,,,,,,,,,D3,,,,,,,,,P-M3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,2291.932633,1.999999989,AWAY POSSESSION,34,,,,,,,,,,,,,,,,,,P-M3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,2313.432633,1.399999991,AWAY POSSESSION,35,,,,,,,,,,,,,,,,,,P-D3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,2328.3712,4.899999973,AWAY POSSESSION,36,,,,,,,,,D3,,,,,,,,,P-M3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,2352.471733,14.29999992,AWAY POSSESSION,37,,,,,,,,,D3,,,,,,,,,P-D3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,2371.371733,13.09999993,AWAY POSSESSION,38,,,,,,,,,,,,,,,,,,P-D3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,2435.872133,5.69999997,AWAY POSSESSION,39,,,,,,,,,D3,,,,,,,,PASS INTO S3,P-D3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,2456.5721,1.599966735,AWAY POSSESSION,40,,,,,,,,,D3,,,,,,,,,P-M3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,2464.572067,4.649966695,AWAY POSSESSION,41,,,,,,,,,D3,,,,,,,,,P-D3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,2502.693867,5.099999973,AWAY POSSESSION,42,,,,,,,,,D3,,,,,,,,,,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,2527.3576,9.099999952,AWAY POSSESSION,43,,,,,,,,,,,,,,,,,,P-D3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,2545.0246,1.149966675,AWAY POSSESSION,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,2574.874,9.617833335,AWAY POSSESSION,45,,,,,,,,,D3,,,,,,,,,P-D3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,2616.691767,12.19999994,AWAY POSSESSION,46,,,,,,,,,D3,,,,,,,,,P-D3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,2676.028788,4.299978404,AWAY POSSESSION,47,,,,,,,,,D3,,,,,,,,,P-D3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,2735.895701,4.399999976,AWAY POSSESSION,48,,,,,,,,,D3,,,,,,,,,P-M3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,2817.3784,6.699999963,AWAY POSSESSION,49,,,,,,,,,,,,,,,,,,P-M3,,,,,,,,,,,,,Attacking Transition,,,,Samoa,27/02/2026
MD1 vs Samoa,2871.628367,6.299999967,AWAY POSSESSION,50,,,,,,,,,D3,,,,,,,,,P-D3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,2900.985005,1.949994708,AWAY POSSESSION,51,,,,,,,,,,,,,,,,,,P-D3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,2916.535,12.34996674,AWAY POSSESSION,52,,,,,,,,,D3,,,,,,,,,,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,3170.8174,9.2,AWAY POSSESSION,53,,,,,,,,,D3,,,,,,,,,P-D3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,3187.0174,6.9,AWAY POSSESSION,54,,,,,,,,,,,,,,,,,,P-M3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,3284.551267,12.21776667,AWAY POSSESSION,55,,,,,,,,,D3,,,,,,,,,P-M3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,3359.619867,10.4,AWAY POSSESSION,56,,,,,,,,,D3,,,,,,,,,P-M3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,3385.895045,4.8,AWAY POSSESSION,57,,,,,,,,,,,,,,,,,,P-M3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,3460.095045,6.5,AWAY POSSESSION,58,,,,,,,,,,,,,M3,,,,,P-M3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,3470.195045,8.649988228,AWAY POSSESSION,59,,,,,,,,,,,,,M3,,,,,P-M3,,,,,,REGAINS,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,3513.171967,1.8669,AWAY POSSESSION,60,,,P-F3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,3551.588867,8,AWAY POSSESSION,61,,,,,,,,,D3,,,,,,,,,P-D3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,3574.088867,3.2,AWAY POSSESSION,62,,,,,,,,,D3,,,,,,,,,P-M3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,3582.539667,1.950133333,AWAY POSSESSION,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,3635.2898,0.384,AWAY POSSESSION,64,,,,,,,,,,,,,,,,,,P-D3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,3641.0738,3.5,AWAY POSSESSION,65,,,,,,,,,,,,,,,,,,P-M3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,3662.2407,3.4,AWAY POSSESSION,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,3699.9407,16.3171,AWAY POSSESSION,67,,,,,,,,,D3,,,,,,,,,P-D3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,3742.5578,7.7,AWAY POSSESSION,68,,,,,,,,,,,,,M3,,,,,P-M3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,3778.125533,13.6,AWAY POSSESSION,69,,,,,,,,,D3,,,,,,,,,P-D3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,3797.925533,1.35,AWAY POSSESSION,70,,,,,,,,,,,,,M3,,,,,P-M3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,3841.1903,25.23653333,AWAY POSSESSION,71,,,,,,,,,D3,,,,,,,,,P-D3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,3878.593567,7.6,AWAY POSSESSION,72,,,,,,,,,D3,,,,,,,,,P-D3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,3908.193567,4.9,AWAY POSSESSION,73,,,,,,,,,,,,,,,,,,P-M3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,3930.493567,2.2,AWAY POSSESSION,74,,,,,,,,,,,,,,,,,,P-M3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,4000.678633,2.7,AWAY POSSESSION,75,,,,,,,,,D3,,,,,,,,,P-M3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,4040.897067,4.1,AWAY POSSESSION,76,,,,,,,,,D3,,,,,,,,,P-D3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,4075.58197,5.7,AWAY POSSESSION,77,,,P-F3,,,,,,D3,,,,,,,,,,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,4087.58197,1.132430106,AWAY POSSESSION,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,5238.911267,5.4,AWAY POSSESSION,79,,,,,,,,,D3,,,,,,,,,P-D3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,5446.566467,4.9,AWAY POSSESSION,80,,,,,,,,,D3,,,,,,,,,P-M3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,5495.785367,3.1,AWAY POSSESSION,81,,,,,,,,,D3,,,,,,,,,P-M3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,5560.019533,24.6,AWAY POSSESSION,82,,,,,,,,,"D3, D3",,,,M3,,,,,P-D3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,5646.637067,12.2,AWAY POSSESSION,83,,,,,,,,,D3,,,,,,,,,P-D3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,5670.237067,6,AWAY POSSESSION,84,,,,,,,,,,,,,M3,,,,,P-M3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,5687.437067,5.6,AWAY POSSESSION,85,,,,,,,,,,,,,M3,,,,,P-M3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,5725.454833,9.8,AWAY POSSESSION,86,,,,,,,,,D3,,,,,,,,,P-D3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,5817.364333,15.6,AWAY POSSESSION,87,,,,,,,,,D3,,,,,,,,,P-D3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,5871.323546,7.5,AWAY POSSESSION,88,,,,,,,,,,,,,,,,,,"P-D3, P-M3",,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,5904.023533,26.2,AWAY POSSESSION,89,,,,,,,,,D3,,,,M3,,,,,"P-D3, P-M3",,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,5932.623533,8.5,AWAY POSSESSION,90,,,,,,,,,,,,,M3,,,,,P-M3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,5971.323533,1.95,AWAY POSSESSION,91,,,,,,,,,,,,,M3,,,,,P-M3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,5977.7584,0.15,AWAY POSSESSION,92,,,,,,,,,,,,,,,,,,P-M3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,5996.6584,24.36726667,AWAY POSSESSION,93,,,,,,,,,D3,,,,,,,,,P-D3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,6056.253967,9.4,AWAY POSSESSION,94,,,,,,,,,D3,,,,,,,,,P-D3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,6089.7083,9.7,AWAY POSSESSION,95,,,,,,,,,D3,,,,,,,,,P-D3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,6303.3627,5.1,AWAY POSSESSION,96,,,,,,,,,D3,,,,,,,,,P-D3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,6384.313933,10.2,AWAY POSSESSION,97,,,,,,,,,,,,,M3,,,,,P-M3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,6484.209519,14.52,AWAY POSSESSION,98,,,,,,,,,D3,,,,,,,,,P-D3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,6518.193967,10.7237,AWAY POSSESSION,99,,,,,,,,,D3,,,,,,,,,P-D3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,6533.237667,5.4,AWAY POSSESSION,100,,,,,,,,,,,,,M3,,,,,P-M3,,,,,,,,,,,,,Attacking Transition,,,,Samoa,27/02/2026
MD1 vs Samoa,6613.648567,1.253566667,AWAY POSSESSION,101,,,,,,,,,D3,,,,,,,,,P-M3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,6643.999167,6.72,AWAY POSSESSION,102,,,,,,,,,D3,,,,,,,,,P-M3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,6714.289633,6.24,AWAY POSSESSION,103,,,,,,,,,D3,,,,,,,,,P-D3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,6763.7794,6.84,AWAY POSSESSION,104,,,,,,,,,D3,,,,,,,,,P-D3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,6770.9794,11.16,AWAY POSSESSION,105,,,,,,,,,D3,,,,,,,,,P-D3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,6812.7847,5.52,AWAY POSSESSION,106,,,,,,,,,D3,,,,,,,,,P-M3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,6922.3818,15.41249967,AWAY POSSESSION,107,,,,,,,,,D3,,,,,,,,,P-D3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,6944.1043,6,AWAY POSSESSION,108,,,,,,,,,D3,,,,,,,,,P-M3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,7154.104433,4.32,AWAY POSSESSION,109,,,,,,,,,,,,,,,,,,P-M3,,,,,,,,,,,,,Attacking Transition,,,,Samoa,27/02/2026
MD1 vs Samoa,7162.714433,5.4,AWAY POSSESSION,110,,,,,,,,,D3,,,,,,,,,P-D3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,7176.110733,9.84,AWAY POSSESSION,111,,,,,,,,,D3,,,,,,,,,P-M3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,7371.175933,13.08,AWAY POSSESSION,112,,,,,,,,,,,,,M3,,,,,"P-M3, P-D3",,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,7419.843833,4.44,AWAY POSSESSION,113,,,P-F3,,,,,,,,,,,,,,,P-M3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,7476.317567,26.4,AWAY POSSESSION,114,,,,,,,,,D3,,,,M3,,,,,P-M3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,7523.024867,6.84,AWAY POSSESSION,115,,,,,,,,,,,,,,,,,,P-M3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,7537.124867,6.72,AWAY POSSESSION,116,,,,,,,,,,,,,,,,,,P-M3,,,,,,,,,,,,,Attacking Transition,,,,Samoa,27/02/2026
MD1 vs Samoa,7611.472016,8.4,AWAY POSSESSION,117,,,,,,,,,,,,,,,,,,P-D3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,7632.164067,4.56,AWAY POSSESSION,118,,,,,,,,,,,,,,,,,,P-M3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,7756.562,1.950533333,AWAY POSSESSION,119,,,,,,,,,,,,,,,,,,P-M3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,7787.032933,3.84,AWAY POSSESSION,120,,,,,,,,,D3,,,,,,,,,P-D3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,7874.205533,8.04,AWAY POSSESSION,121,,,,,,,,,,,,,M3,,,,,P-M3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,7911.525533,10.16913333,AWAY POSSESSION,122,,,,,,,,,D3,,,,,,,,,P-M3,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,1540.642966,11.29990019,HOME SET PIECE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHOT,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,1947.930667,60.41826667,HOME SET PIECE,2,,,,,,,,,,,GOAL,,,,,,,,,,,,,,,,,SHOT,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,3257.451267,20.6,HOME SET PIECE,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,5300.261267,28.85513333,HOME SET PIECE,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,6589.588478,4.546521624,HOME SET PIECE,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SHOT, SHOT",,,,,,,Samoa,27/02/2026
MD1 vs Samoa,7219.540733,17.16,HOME SET PIECE,6,,F3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,7251.388528,11.76,HOME SET PIECE,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,7294.8485,5.733966667,HOME SET PIECE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHOT,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,7318.196033,56.4599,HOME SET PIECE,9,,,,,,,,,,,GOAL,,,,,,,,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,7611.472016,8.4,HOME SET PIECE,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,7825.842933,12.84,HOME SET PIECE,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,7836.957491,19.39503532,HOME SET PIECE,12,,,,,,,,,,,"GOAL, GOAL",,,,,,,,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,7992.442753,24.72,HOME SET PIECE,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,8029.101967,14.57106667,HOME SET PIECE,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,8155.620833,22.78224733,HOME SET PIECE,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Samoa,27/02/2026
MD1 vs Samoa,8266.904133,5.790312583,HOME SET PIECE,16,,,,,,,,,,,GOAL,,,,,,,,,,,,,,,,,SHOT,,,,,,,Samoa,27/02/2026
