Timeline,Start time,Duration,Row,Instance number,CROSSING,FIRST PHASE,OFFSIDE,PEN AREA ENTRY,POSSESSION THIRDS,SECOND PHASE,SHOOTING,TRANSITION,Ungrouped,Notes,Flags,Opposition,Date
LIVE CODE,3386.738322,28.9,Untitled 1,15,Cross Successful,,,,P-F3,,"ON TARGET, SHOT",,CROSSES,,,PNG,15/04/2026
LIVE CODE,3808.200862,12.9,Untitled 1,16,,,,PEN AREA ENTRY,"P-M3, P-F3",,SHOT,,SEAM THREE ENTRY,,,PNG,15/04/2026
LIVE CODE,3848.050862,39.2,Untitled 1,17,Cross Successful,,,,"P-M3, P-F3",,SHOT,,"SEAM 2 ENTRY, SEAM THREE ENTRY, CROSSES",,,PNG,15/04/2026
LIVE CODE,4905.927449,9.449988662,Untitled 1,18,,,,,"P-M3, P-F3",,SHOT,ATTACKING TRANSITION,,,,PNG,15/04/2026
LIVE CODE,4985.277438,13.9,Untitled 1,19,Cross Successful,,,,"P-M3, P-F3",,SHOT,,CROSSES,,,PNG,15/04/2026
LIVE CODE,5078.927426,18.1,Untitled 1,20,,,,,,,SHOT,,,,,PNG,15/04/2026
LIVE CODE,5117.827426,11.4,Untitled 1,21,Cross Successful,,,,P-F3,,"ON TARGET, SHOT, SHOT",,CROSSES,,,PNG,15/04/2026
LIVE CODE,5145.227426,24.2,Untitled 1,22,Cross Successful,,,,"P-D3, P-F3",,SHOT,,"SEAM 2 ENTRY, CROSSES",,,PNG,15/04/2026
LIVE CODE,5387.936655,20.3,Untitled 1,23,Cross Successful,,,PEN AREA ENTRY,"P-F3, P-F3",,"ON TARGET, SHOT, GOAL",,"SEAM THREE ENTRY, CROSSES",,,PNG,15/04/2026
LIVE CODE,5532.321224,17.9,Untitled 1,24,,,,,"P-M3, P-F3",,"ON TARGET, SHOT",,SEAM THREE ENTRY,,,PNG,15/04/2026
LIVE CODE,5681.486655,11,Untitled 1,25,,,,PEN AREA ENTRY,P-F3,,SHOT,,,,,PNG,15/04/2026
LIVE CODE,5701.786655,6.713344671,Untitled 1,26,,,,PEN AREA ENTRY,P-F3,,"ON TARGET, SHOT",,,,,PNG,15/04/2026
LIVE CODE,5828.663311,44.5,Untitled 1,27,,,,,P-M3,,SHOT,,"SEAM 2 ENTRY, SEAM 2 ENTRY",,,PNG,15/04/2026
LIVE CODE,6206.978333,11.9,Untitled 1,28,Cross Successful,,,,"P-M3, P-F3",,"SHOT, ON TARGET, SHOT",,"SEAM 2 ENTRY, CROSSES",,,PNG,15/04/2026
LIVE CODE,6564.411667,15.45,Untitled 1,29,,,,,,,"ON TARGET, SHOT",,,,,PNG,15/04/2026
LIVE CODE,6770.291667,28.9,Untitled 1,30,Cross Successful,,,PEN AREA ENTRY,"P-F3, P-F3",,SHOT,,CROSSES,,,PNG,15/04/2026
LIVE CODE,6931.976667,21.4,Untitled 1,31,Cross Successful,,,,"P-M3, P-F3",,"ON TARGET, SHOT",,CROSSES,,,PNG,15/04/2026
LIVE CODE,7466.105,13.5,Untitled 1,32,,,,PEN AREA ENTRY,P-F3,,SHOT,ATTACKING TRANSITION,,,,PNG,15/04/2026
LIVE CODE,7796.13315,14.4,Untitled 1,33,,,,PEN AREA ENTRY,"P-M3, P-F3, P-F3",,"ON TARGET, SHOT",,"SEAM 2 ENTRY, SEAM THREE ENTRY",,,PNG,15/04/2026
